,carat,cut,color,clarity,depth,table,price,x,y,z,volume
45136,0.56,Premium,E,SI1,62.5,59.0,1653,5.24,5.2,3.26,88.82848
45137,0.53,Ideal,I,IF,62.1,55.0,1654,5.18,5.22,3.23,87.33790799999998
45138,0.57,Ideal,E,VS2,62.1,55.0,1654,5.33,5.37,3.32,95.02537199999999
45139,0.57,Very Good,E,VS2,63.0,59.0,1654,5.25,5.29,3.32,92.2047
45140,0.56,Premium,F,VS2,59.6,58.0,1654,5.34,5.36,3.19,91.305456
45141,0.46,Ideal,G,IF,62.1,56.0,1654,4.93,4.96,3.07,75.07009599999999
45142,0.5,Premium,F,VS2,60.7,58.0,1654,5.16,5.12,3.12,82.427904
45143,0.5,Ideal,F,VS2,61.6,53.0,1654,5.13,5.09,3.15,82.25185499999999
45144,0.5,Premium,F,VS2,61.1,60.0,1654,5.12,5.1,3.12,81.46943999999999
45145,0.5,Ideal,F,VS2,62.9,55.0,1654,5.1,5.07,3.2,82.7424
45146,0.5,Premium,F,VS2,61.3,60.0,1654,5.13,5.08,3.13,81.569052
45147,0.5,Premium,F,VS2,61.9,56.0,1654,5.13,5.08,3.16,82.350864
45148,0.5,Premium,F,VS2,62.4,60.0,1654,5.08,5.05,3.16,81.06664
45149,0.5,Premium,F,VS2,61.7,59.0,1654,5.09,5.05,3.13,80.455085
45150,0.5,Premium,F,VS2,61.8,58.0,1654,5.1,5.06,3.14,81.03084
45151,0.5,Premium,F,VS2,61.8,58.0,1654,5.1,5.07,3.14,81.19098
45152,0.5,Premium,F,VS2,62.1,58.0,1654,5.1,5.01,3.14,80.23013999999999
45153,0.5,Premium,F,VS2,62.8,61.0,1654,5.07,5.03,3.17,80.84165700000001
45154,0.5,Ideal,D,SI1,60.9,57.0,1654,5.18,5.14,3.14,83.60312799999998
45155,0.5,Ideal,D,SI1,60.8,56.0,1654,5.14,5.12,3.12,82.108416
45156,0.5,Ideal,D,SI1,61.6,55.0,1654,5.13,5.1,3.15,82.41344999999998
45157,0.5,Premium,D,SI1,62.2,59.0,1654,5.13,5.1,3.18,83.19833999999999
45158,0.5,Premium,D,SI1,61.2,60.0,1654,5.14,5.09,3.13,81.888938
45159,0.5,Premium,D,SI1,62.2,57.0,1654,5.11,5.08,3.17,82.28939600000001
45160,0.5,Premium,D,SI1,60.7,61.0,1654,5.12,5.09,3.1,80.78848
45161,0.5,Premium,D,SI1,62.1,58.0,1654,5.1,5.07,3.16,81.70812000000001
45162,0.5,Ideal,D,SI1,62.9,57.0,1654,5.08,5.06,3.19,81.998312
45163,0.5,Ideal,D,SI1,62.6,57.0,1654,5.1,5.06,3.18,82.06308
45164,0.5,Ideal,D,SI1,61.9,57.0,1654,5.08,5.06,3.14,80.713072
45165,0.5,Premium,D,SI1,62.3,58.0,1654,5.07,5.04,3.15,80.49132
45166,0.5,Premium,D,SI1,62.6,56.0,1654,5.05,5.04,3.16,80.42832
45167,0.6,Ideal,F,SI1,62.7,54.0,1654,5.43,5.39,3.39,99.217503
45168,0.53,Premium,E,SI1,62.2,56.0,1654,5.22,5.16,3.23,87.00069599999999
45169,0.73,Premium,J,VS2,62.8,58.0,1654,5.77,5.71,3.6,118.60812
45170,0.5,Premium,E,VS2,58.6,60.0,1654,5.21,5.16,3.04,81.726144
45171,0.5,Premium,E,VS2,60.6,59.0,1654,5.17,5.06,3.1,81.09661999999999
45172,0.53,Very Good,G,VS1,59.6,58.0,1655,5.24,5.31,3.15,87.64686
45173,0.57,Ideal,H,VS2,61.6,57.0,1655,5.35,5.37,3.3,94.80734999999999
45174,0.53,Ideal,F,VS2,61.2,56.0,1655,5.22,5.25,3.2,87.696
45175,0.53,Ideal,F,VS2,61.1,54.0,1655,5.26,5.29,3.22,89.597788
45176,0.5,Ideal,E,VS2,60.6,59.0,1655,5.1,5.2,3.12,82.7424
45177,0.58,Very Good,E,VS2,61.9,58.0,1656,5.31,5.36,3.3,93.92327999999999
45178,0.51,Ideal,G,VS1,61.7,56.0,1656,5.1,5.14,3.16,82.83623999999999
45179,0.51,Ideal,E,VS2,61.8,57.0,1656,5.14,5.15,3.18,84.17778
45180,0.51,Very Good,G,VS1,62.9,58.0,1656,5.05,5.1,3.19,82.15845
45181,0.51,Ideal,G,VS1,62.7,56.0,1656,5.08,5.1,3.19,82.64652
45182,0.51,Ideal,E,VS2,61.8,56.0,1656,5.12,5.14,3.17,83.424256
45183,0.51,Ideal,E,VS2,62.0,56.0,1656,5.11,5.15,3.18,83.68647000000001
45184,0.51,Ideal,G,VS1,62.1,55.0,1656,5.14,5.17,3.2,85.03616
45185,0.51,Ideal,E,VS2,61.7,54.0,1656,5.13,5.18,3.18,84.503412
45186,0.51,Ideal,G,VS1,62.2,55.0,1656,5.11,5.14,3.19,83.786626
45187,0.51,Premium,G,VS1,62.1,60.0,1656,5.1,5.11,3.17,82.61337
45188,0.51,Very Good,E,VS2,61.3,60.0,1656,5.11,5.16,3.15,83.05794
45189,0.51,Ideal,G,VS1,62.5,57.0,1656,5.07,5.14,3.19,83.13076199999999
45190,0.51,Ideal,G,VS1,62.7,54.0,1656,5.08,5.1,3.19,82.64652
45191,0.51,Premium,G,VS1,62.3,59.0,1656,5.06,5.12,3.17,82.125824
45192,0.51,Ideal,E,VS2,60.4,57.0,1656,5.15,5.18,3.12,83.23224
45193,0.51,Ideal,G,VS1,61.9,56.0,1656,5.1,5.14,3.17,83.09837999999998
45194,0.51,Ideal,E,VS2,61.6,56.3,1656,5.14,5.15,3.16,83.64836000000001
45195,0.51,Ideal,E,VS2,60.9,56.0,1656,5.15,5.2,3.15,84.357
45196,0.51,Ideal,G,VS1,59.7,57.0,1656,5.2,5.25,3.12,85.176
45197,0.51,Premium,G,VS1,62.5,58.0,1656,5.09,5.11,3.19,82.971581
45198,0.51,Premium,E,VS2,61.7,58.0,1656,5.12,5.15,3.17,83.58656
45199,0.51,Ideal,E,VS2,62.6,55.0,1656,5.08,5.11,3.19,82.80857200000001
45200,0.51,Premium,E,VS2,60.3,59.0,1656,5.2,5.22,3.14,85.23216
45201,0.51,Premium,E,VS2,61.9,59.0,1656,5.06,5.11,3.15,81.44829
45202,0.51,Premium,E,VS2,61.0,60.0,1656,5.12,5.17,3.14,83.117056
45203,0.51,Premium,G,VS1,61.1,58.0,1656,5.12,5.19,3.15,83.70432
45204,0.51,Very Good,G,VS1,62.7,56.0,1656,5.08,5.13,3.2,83.39328
45205,0.51,Ideal,E,VS2,61.5,57.0,1656,5.09,5.12,3.14,81.830912
45206,0.51,Premium,G,VS1,62.3,58.0,1656,5.08,5.13,3.18,82.872072
45207,0.51,Ideal,G,VS1,61.7,55.0,1656,5.14,5.17,3.18,84.504684
45208,0.51,Ideal,G,VS1,61.0,55.0,1656,5.11,5.21,3.15,83.862765
45209,0.51,Ideal,E,VS2,62.5,55.0,1656,5.08,5.13,3.19,83.132676
45210,0.51,Ideal,G,VS1,62.0,56.0,1656,5.06,5.16,3.17,82.767432
45211,0.51,Premium,E,VS2,62.5,59.0,1656,5.06,5.11,3.18,82.223988
45212,0.51,Premium,E,VS2,61.3,58.0,1656,5.13,5.15,3.15,83.22142500000001
45213,0.51,Good,E,VS2,63.3,56.0,1656,5.08,5.12,3.23,84.011008
45214,0.51,Very Good,E,VS2,60.5,56.0,1656,5.18,5.24,3.15,85.50108
45215,0.51,Ideal,E,VS2,61.4,57.0,1656,5.13,5.16,3.16,83.647728
45216,0.51,Ideal,E,VS2,61.9,55.0,1656,5.13,5.17,3.19,84.605499
45217,0.51,Ideal,E,VS2,61.9,56.0,1656,5.12,5.16,3.18,84.013056
45218,0.51,Ideal,E,VS2,62.2,57.0,1656,5.08,5.11,3.17,82.28939600000001
45219,0.51,Ideal,E,VS2,62.4,57.0,1656,5.1,5.13,3.19,83.45996999999998
45220,0.42,Ideal,F,VVS1,61.4,56.0,1656,4.83,4.85,2.97,69.573735
45221,0.52,Ideal,E,SI1,61.1,57.0,1656,5.2,5.17,3.16,84.95344
45222,0.52,Ideal,E,SI1,62.4,58.0,1656,5.16,5.13,3.21,84.971268
45223,0.52,Ideal,E,SI1,60.7,55.0,1656,5.23,5.22,3.18,86.81590800000001
45224,0.5,Very Good,F,VS1,58.8,60.0,1657,5.18,5.2,3.05,82.1548
45225,0.54,Very Good,F,VS1,60.0,61.0,1657,5.31,5.26,3.17,88.54000199999999
45226,0.7,Premium,J,VS1,62.0,58.0,1657,5.68,5.74,3.54,115.415328
45227,0.7,Ideal,J,VS1,61.6,57.0,1657,5.72,5.77,3.54,116.83557599999999
45228,0.46,Very Good,F,VVS1,61.4,57.0,1657,4.95,4.99,3.05,75.336525
45229,0.46,Ideal,E,VVS2,62.6,55.0,1657,4.92,4.95,3.09,75.25385999999999
45230,0.58,Ideal,F,VS2,61.5,57.0,1657,5.34,5.39,3.3,94.98257999999998
45231,0.59,Ideal,E,VS2,61.4,58.0,1657,5.38,5.4,3.31,96.16212
45232,0.5,Good,D,VS1,60.9,62.0,1657,5.05,5.06,3.08,78.70324
45233,0.6,Very Good,D,VS2,63.1,54.0,1657,5.41,5.33,3.39,97.751667
45234,0.51,Very Good,D,VS2,63.1,56.0,1658,5.06,5.12,3.21,83.162112
45235,0.56,Ideal,G,VS2,61.4,56.0,1658,5.33,5.35,3.28,93.53084
45236,0.52,Very Good,H,VS1,62.2,55.0,1659,5.15,5.18,3.21,85.63316999999999
45237,0.52,Very Good,H,VS1,61.7,55.0,1659,5.15,5.17,3.19,84.93534500000001
45238,0.61,Very Good,G,SI1,62.0,58.0,1659,5.43,5.48,3.38,100.57663199999999
45239,0.53,Ideal,D,VS2,61.0,56.0,1659,5.26,5.29,3.22,89.597788
45240,0.53,Ideal,D,VS2,61.4,56.0,1659,5.18,5.21,3.19,86.091082
45241,0.56,Very Good,E,SI1,62.8,57.6,1659,5.26,5.31,3.32,92.729592
45242,0.55,Ideal,G,VS2,61.8,58.0,1659,5.23,5.26,3.24,89.131752
45243,0.53,Ideal,E,VS2,61.7,58.0,1659,5.16,5.27,3.22,87.56210399999999
45244,0.53,Ideal,G,VS1,62.4,54.0,1659,5.18,5.21,3.24,87.440472
45245,0.61,Ideal,G,SI1,61.4,56.0,1659,5.46,5.49,3.36,100.717344
45246,0.61,Ideal,G,SI1,61.7,55.0,1659,5.46,5.49,3.38,101.316852
45247,0.65,Fair,I,VS2,65.1,55.6,1659,5.44,5.5,3.56,106.51520000000001
45248,0.43,Ideal,D,VVS1,62.3,56.0,1659,4.82,4.81,3.0,69.5526
45249,0.43,Premium,D,VVS1,59.6,58.0,1659,4.94,4.89,2.93,70.77883800000001
45250,0.5,Fair,G,VVS2,66.1,62.0,1659,4.92,4.88,3.24,77.791104
45251,0.54,Good,E,VS2,63.3,55.0,1660,5.2,5.26,3.31,90.53512
45252,0.51,Ideal,G,VS2,62.3,54.0,1660,5.17,5.12,3.21,84.96998400000001
45253,0.51,Ideal,F,VS2,61.7,56.0,1660,5.13,5.15,3.17,83.74981500000001
45254,0.51,Ideal,D,VS2,61.9,54.0,1660,5.14,5.17,3.19,84.770422
45255,0.52,Good,E,VS2,61.5,61.0,1660,5.16,5.09,3.15,82.73285999999999
45256,0.6,Very Good,F,SI1,60.6,57.0,1661,5.46,5.5,3.32,99.6996
45257,0.51,Ideal,F,VS2,61.6,57.0,1661,5.14,5.15,3.17,83.91307
45258,0.46,Ideal,E,VVS1,62.6,57.0,1661,4.98,4.89,3.09,75.24829799999999
45259,0.54,Ideal,F,VS2,62.2,57.0,1662,5.21,5.24,3.25,88.7263
45260,0.54,Very Good,D,SI1,62.1,56.0,1662,5.22,5.25,3.25,89.06625
45261,0.54,Ideal,D,SI1,61.5,56.0,1662,5.23,5.25,3.22,88.41315000000002
45262,0.54,Ideal,D,SI1,60.7,56.0,1662,5.27,5.3,3.21,89.65850999999999
45263,0.54,Ideal,D,SI1,62.4,57.0,1662,5.19,5.23,3.25,88.217025
45264,0.54,Ideal,F,VS2,62.3,56.0,1662,5.17,5.2,3.23,86.83532
45265,0.54,Ideal,F,VS2,60.1,56.0,1662,5.28,5.31,3.18,89.157024
45266,0.54,Very Good,D,SI1,62.9,57.0,1662,5.17,5.22,3.27,88.248798
45267,0.54,Ideal,D,SI1,62.1,56.0,1662,5.21,5.25,3.25,88.895625
45268,0.54,Premium,D,SI1,60.4,60.0,1662,5.22,5.24,3.16,86.434848
45269,0.54,Ideal,F,VS2,61.4,57.0,1662,5.2,5.25,3.21,87.633
45270,0.54,Very Good,D,SI1,62.0,55.0,1662,5.21,5.24,3.24,88.45329600000001
45271,0.54,Very Good,F,VS2,59.5,58.0,1662,5.29,5.36,3.17,89.883448
45272,0.54,Premium,F,VS2,61.8,58.0,1662,5.22,5.29,3.25,89.74484999999999
45273,0.54,Very Good,F,VS2,59.4,57.0,1662,5.29,5.35,3.16,89.43274
45274,0.54,Premium,H,VVS2,60.6,60.0,1662,5.29,5.31,3.21,90.168579
45275,0.54,Very Good,D,SI1,62.1,58.0,1662,5.21,5.23,3.24,88.284492
45276,0.54,Ideal,F,VS2,60.3,55.0,1662,5.26,5.32,3.19,89.266408
45277,0.54,Ideal,D,SI1,60.8,57.0,1662,5.25,5.31,3.21,89.486775
45278,0.56,Ideal,G,VS2,60.9,56.0,1662,5.34,5.36,3.26,93.30902400000001
45279,0.56,Ideal,G,VS2,60.7,55.0,1662,5.32,5.35,3.24,92.21688
45280,0.56,Ideal,G,VS2,60.8,55.0,1662,5.33,5.37,3.25,93.02182499999999
45281,0.55,Ideal,G,VS2,61.4,56.3,1662,5.26,5.29,3.24,90.154296
45282,0.56,Ideal,G,VS2,59.6,57.0,1662,5.37,5.39,3.21,92.911203
45283,0.52,Ideal,F,VS2,60.6,55.0,1662,5.19,5.27,3.17,86.703621
45284,0.52,Ideal,G,VS1,61.2,56.0,1662,5.19,5.22,3.18,86.15192400000001
45285,0.52,Ideal,G,VS1,60.9,56.0,1662,5.2,5.24,3.18,86.64864000000001
45286,0.51,Premium,G,VS1,62.1,58.0,1662,5.12,5.09,3.17,82.612736
45287,0.51,Ideal,G,VS1,61.6,56.0,1662,5.18,5.15,3.18,84.83286
45288,0.51,Premium,G,VS1,62.2,58.0,1662,5.11,5.09,3.17,82.451383
45289,0.51,Premium,E,VS2,59.3,58.0,1662,5.23,5.2,3.09,84.03564
45290,0.51,Ideal,E,VS2,61.5,55.0,1662,5.23,5.14,3.19,85.75421800000001
45291,0.51,Premium,E,VS2,59.2,61.0,1662,5.17,5.16,3.06,81.632232
45292,0.51,Ideal,E,VS2,61.4,55.0,1662,5.2,5.15,3.18,85.16040000000001
45293,0.51,Ideal,E,VS2,61.0,57.0,1662,5.21,5.12,3.15,84.02687999999999
45294,0.51,Ideal,E,VS2,61.9,57.0,1662,5.12,5.09,3.16,82.35212800000001
45295,0.51,Premium,E,VS2,60.6,58.0,1662,5.15,5.12,3.11,82.00448
45296,0.51,Very Good,E,VS2,63.1,55.0,1662,5.13,5.1,3.23,84.50648999999999
45297,0.51,Ideal,E,VS2,62.0,54.0,1662,5.13,5.1,3.17,82.93670999999999
45298,0.51,Very Good,E,VS2,63.1,57.0,1662,5.12,5.08,3.22,83.75091200000001
45299,0.51,Very Good,E,VS2,63.3,57.0,1662,5.12,5.05,3.22,83.25632
45300,0.31,Very Good,G,SI2,63.2,55.0,523,4.33,4.31,2.73,50.94807899999999
45301,0.31,Premium,F,SI2,63.0,58.0,523,4.36,4.34,2.74,51.847376000000004
45302,0.3,Very Good,D,SI1,62.3,57.0,524,4.26,4.31,2.67,49.02280199999999
45303,0.3,Ideal,D,SI1,62.0,53.0,524,4.33,4.35,2.69,50.667494999999995
45304,0.3,Ideal,D,SI1,62.1,57.0,524,4.25,4.28,2.65,48.2035
45305,0.3,Ideal,D,SI1,61.9,55.0,524,4.31,4.35,2.68,50.245979999999996
45306,0.3,Ideal,D,SI1,61.9,55.0,524,4.32,4.34,2.68,50.246784
45307,0.3,Ideal,D,SI1,61.7,57.0,524,4.28,4.31,2.65,48.88402
45308,0.3,Ideal,D,SI1,61.9,57.0,524,4.28,4.32,2.66,49.182336000000014
45309,0.26,Good,F,VVS1,64.0,57.0,524,4.03,4.06,2.59,42.377061999999995
45310,0.3,Premium,F,VS2,61.8,60.0,524,4.27,4.3,2.65,48.65664999999999
45311,0.3,Very Good,F,VS2,58.8,60.0,524,4.37,4.41,2.58,49.72098600000001
45312,0.3,Ideal,G,VS1,61.1,56.0,524,4.35,4.36,2.66,50.449560000000005
45313,0.3,Ideal,G,VS1,61.4,55.0,524,4.32,4.38,2.67,50.520672000000005
45314,0.32,Ideal,H,VS1,62.7,56.0,524,4.39,4.42,2.76,53.554487999999985
45315,0.32,Very Good,G,VS2,60.1,61.0,524,4.41,4.44,2.66,52.083864000000005
45316,0.32,Very Good,G,VS2,58.4,57.0,524,4.51,4.53,2.64,53.935992
45317,0.32,Premium,H,VS1,61.6,59.0,524,4.37,4.39,2.7,51.797610000000006
45318,0.32,Ideal,G,VS2,62.4,55.0,524,4.36,4.39,2.73,52.253292
45319,0.32,Good,E,SI1,63.5,56.0,524,4.34,4.38,2.77,52.655484
45320,0.32,Ideal,G,VS2,62.0,57.0,524,4.37,4.41,2.72,52.419024000000014
45321,0.32,Very Good,E,SI1,60.4,61.0,524,4.39,4.42,2.66,51.614107999999995
45322,0.3,Very Good,F,VS2,63.0,55.0,524,4.28,4.29,2.7,49.57524
45323,0.3,Very Good,F,VS2,61.4,55.0,524,4.32,4.37,2.67,50.405328000000004
45324,0.32,Good,E,SI1,63.1,54.0,524,4.37,4.41,2.77,53.38260900000001
45325,0.32,Good,E,SI1,63.1,56.0,524,4.34,4.37,2.75,52.155950000000004
45326,0.32,Good,E,SI1,63.4,56.0,524,4.31,4.34,2.74,51.252796
45327,0.32,Ideal,H,VS1,62.1,55.0,524,4.39,4.4,2.73,52.732679999999995
45328,0.32,Premium,E,SI1,61.2,58.0,524,4.37,4.42,2.69,51.958426
45329,0.32,Ideal,G,VS2,62.1,56.0,524,4.36,4.4,2.72,52.18048000000002
45330,0.51,Very Good,E,VS2,63.5,56.0,1662,5.08,5.06,3.22,82.769456
45331,0.51,Good,E,VS2,63.6,54.0,1662,5.09,5.06,3.23,83.18994199999999
45332,0.51,Ideal,E,VS2,62.9,57.0,1662,5.11,5.07,3.2,82.90464000000001
45333,0.51,Premium,E,VS2,62.5,59.0,1662,5.09,5.08,3.18,82.225896
45334,0.51,Good,E,VS2,63.8,57.0,1662,5.07,5.05,3.23,82.699305
45335,0.51,Good,E,VS2,63.8,55.0,1662,5.08,5.05,3.23,82.86242
45336,0.51,Premium,E,VS2,59.2,58.0,1662,5.27,5.23,3.11,85.718131
45337,0.67,Ideal,G,SI1,60.4,57.0,1662,5.67,5.65,3.42,109.56141
45338,0.51,Ideal,G,VS1,61.8,57.0,1662,5.14,5.12,3.17,83.424256
45339,0.57,Ideal,G,SI1,62.0,55.0,1662,5.35,5.32,3.31,94.20922
45340,0.7,Premium,F,SI2,59.5,61.0,1662,5.78,5.68,3.41,111.951664
45341,0.72,Good,J,SI1,60.1,64.0,1663,5.83,5.75,3.48,116.6583
45342,0.52,Very Good,H,VVS1,63.9,59.0,1664,5.08,5.1,3.25,84.201
45343,0.52,Very Good,D,VS2,60.0,57.0,1664,5.22,5.25,3.14,86.0517
45344,0.52,Very Good,D,VS2,63.6,59.0,1664,5.09,5.13,3.25,84.863025
45345,0.53,Very Good,G,VS1,62.2,59.0,1664,5.14,5.18,3.21,85.46689199999999
45346,0.59,Ideal,E,SI1,62.4,55.0,1664,5.34,5.39,3.35,96.42171
45347,0.59,Very Good,G,VS2,61.1,57.0,1664,5.4,5.43,3.31,97.05582
45348,0.59,Very Good,E,SI1,62.9,57.0,1664,5.33,5.36,3.36,95.991168
45349,0.59,Ideal,G,VS2,62.6,54.0,1664,5.32,5.38,3.35,95.88236
45350,0.59,Ideal,E,SI1,61.4,56.0,1664,5.36,5.39,3.3,95.33832
45351,0.59,Ideal,E,SI1,62.0,55.0,1664,5.37,5.4,3.34,96.85332
45352,0.59,Premium,E,SI1,61.8,60.0,1664,5.33,5.39,3.31,95.091997
45353,0.55,Premium,E,VS2,59.1,62.0,1664,5.37,5.32,3.16,90.276144
45354,0.56,Ideal,F,VS2,62.0,56.0,1664,5.27,5.31,3.28,91.78653599999998
45355,0.52,Ideal,D,VS2,61.4,56.0,1664,5.16,5.19,3.18,85.16167200000001
45356,0.56,Ideal,D,SI1,61.2,57.0,1664,5.37,5.35,3.28,94.23275999999998
45357,0.67,Good,D,SI2,64.7,55.0,1664,5.5,5.54,3.57,108.77789999999999
45358,0.55,Premium,E,VS2,59.1,60.0,1664,5.35,5.31,3.15,89.48677499999998
45359,0.55,Ideal,H,VS2,62.0,55.0,1664,5.31,5.28,3.28,91.96070399999999
45360,0.52,Very Good,E,VS2,62.2,56.0,1665,5.16,5.17,3.21,85.63381199999999
45361,0.54,Very Good,G,VS1,61.6,54.0,1665,5.26,5.3,3.25,90.60349999999998
45362,0.5,Very Good,E,VS1,62.5,58.0,1665,5.04,5.11,3.17,81.641448
45363,0.64,Very Good,G,SI1,64.0,53.8,1665,5.49,5.53,3.53,107.169741
45364,0.52,Ideal,H,VS1,61.7,55.0,1665,5.17,5.21,3.2,86.19424000000001
45365,0.4,Ideal,D,VVS1,61.1,56.0,1665,4.77,4.82,2.93,67.364802
45366,0.55,Ideal,E,VS2,61.5,57.0,1665,5.25,5.29,3.24,89.98290000000001
45367,0.57,Ideal,I,VS1,61.0,56.0,1665,5.37,5.41,3.29,95.580093
45368,0.52,Ideal,G,VS1,61.7,57.0,1665,5.16,5.18,3.19,85.264872
45369,0.5,Ideal,E,VS1,62.2,54.0,1665,5.1,5.13,3.18,83.19833999999999
45370,0.53,Ideal,G,SI1,61.6,57.0,1665,5.19,5.24,3.21,87.297876
45371,0.51,Good,D,VS2,63.7,57.0,1665,5.05,5.0,3.2,80.80000000000001
45372,0.5,Good,G,VVS2,64.1,56.0,1666,5.02,5.06,3.23,82.04587599999999
45373,0.58,Ideal,F,VS2,62.1,55.0,1666,5.33,5.37,3.32,95.02537199999999
45374,0.7,Premium,J,SI1,61.6,58.0,1666,5.66,5.73,3.51,113.835618
45375,0.7,Very Good,I,VS2,62.2,59.0,1666,5.64,5.71,3.53,113.68153199999999
45376,0.7,Very Good,J,SI1,61.9,58.0,1666,5.64,5.67,3.5,111.92579999999998
45377,0.58,Ideal,F,VS2,62.1,56.0,1666,5.33,5.37,3.32,95.02537199999999
45378,0.72,Very Good,J,SI1,62.7,56.0,1666,5.66,5.72,3.57,115.57946399999999
45379,0.5,Ideal,H,SI1,61.3,56.0,1666,5.12,5.16,3.15,83.22048
45380,0.5,Ideal,H,SI1,61.3,54.0,1666,5.12,5.16,3.15,83.22048
45381,0.5,Premium,F,VS1,62.9,58.0,1666,5.09,5.05,3.19,81.997355
45382,0.5,Premium,F,VS1,59.9,61.0,1666,5.16,5.13,3.08,81.53006400000001
45383,0.68,Premium,H,SI1,59.5,59.0,1666,5.77,5.73,3.42,113.072382
45384,0.58,Very Good,F,VS2,63.0,59.0,1667,5.27,5.39,3.36,95.44180799999998
45385,0.55,Ideal,E,VS2,61.8,57.0,1667,5.27,5.34,3.28,92.30510399999999
45386,0.55,Ideal,E,VS2,61.4,56.0,1667,5.26,5.32,3.25,90.9454
45387,0.55,Very Good,G,VS1,59.4,62.0,1667,5.32,5.36,3.17,90.393184
45388,0.55,Ideal,G,VS1,61.3,57.0,1667,5.25,5.28,3.23,89.5356
45389,0.72,Premium,J,SI2,60.3,58.0,1667,5.81,5.73,3.48,115.853724
45390,0.54,Premium,F,VS2,58.2,60.0,1667,5.39,5.34,3.12,89.801712
45391,0.54,Premium,D,SI1,60.0,58.0,1667,5.3,5.26,3.17,88.37325999999999
45392,0.54,Very Good,D,SI1,63.2,55.0,1667,5.21,5.17,3.28,88.349096
45393,0.54,Premium,F,VS2,58.9,59.0,1667,5.37,5.32,3.15,89.99046
45394,0.63,Premium,I,VS1,62.0,58.0,1667,5.52,5.45,3.4,102.2856
45395,0.56,Premium,E,VS2,61.1,59.0,1668,5.34,5.27,3.24,91.17943199999999
45396,0.51,Very Good,H,VVS1,60.9,56.0,1668,5.17,5.22,3.16,85.28018399999999
45397,0.51,Very Good,G,VS1,61.1,56.0,1668,5.17,5.2,3.17,85.22228
45398,0.55,Ideal,H,VVS2,61.9,56.0,1668,5.22,5.25,3.24,88.7922
45399,0.55,Ideal,H,VVS2,62.1,55.0,1668,5.25,5.28,3.27,90.6444
45400,0.55,Ideal,H,VVS2,61.6,55.0,1668,5.3,5.31,3.26,91.74617999999998
45401,0.55,Ideal,H,VVS2,60.7,55.0,1668,5.32,5.34,3.24,92.044512
45402,0.51,Good,D,VS2,63.5,56.0,1668,5.07,5.1,3.23,83.51811
45403,0.51,Very Good,D,VS2,62.5,58.0,1668,5.12,5.18,3.22,85.399552
45404,0.51,Good,D,VS2,63.5,56.0,1668,5.04,5.1,3.22,82.76688
45405,0.52,Premium,E,VS1,61.6,58.0,1668,5.14,5.18,3.18,84.66813599999999
45406,0.51,Good,D,VS2,63.1,58.0,1668,5.08,5.13,3.22,83.914488
45407,0.52,Ideal,E,VS1,62.5,56.0,1668,5.11,5.16,3.21,84.63999600000001
45408,0.52,Ideal,E,VS1,62.6,57.0,1668,5.11,5.15,3.21,84.47596500000002
45409,0.51,Ideal,H,VS1,62.0,56.0,1668,5.14,5.17,3.2,85.03616
45410,0.51,Ideal,H,VS1,61.6,55.0,1668,5.17,5.19,3.19,85.595037
45411,0.51,Ideal,G,VS1,61.9,56.0,1668,5.11,5.14,3.17,83.261318
45412,0.51,Ideal,G,VS1,61.7,56.0,1668,5.1,5.2,3.18,84.3336
45413,0.51,Ideal,G,VS1,60.4,59.0,1668,5.16,5.21,3.13,84.145668
45414,0.61,Good,G,VS2,59.9,61.0,1668,5.48,5.6,3.32,101.88416
45415,0.55,Premium,G,VS2,62.3,56.0,1668,5.29,5.24,3.28,90.920288
45416,0.55,Ideal,E,SI1,60.7,57.0,1668,5.3,5.27,3.21,89.65850999999999
45417,0.55,Ideal,E,SI1,60.6,56.0,1668,5.33,5.3,3.22,90.96178
45418,0.55,Ideal,E,SI1,61.7,57.0,1668,5.27,5.23,3.24,89.30120400000001
45419,0.55,Ideal,E,SI1,61.7,56.0,1668,5.29,5.24,3.25,90.0887
45420,0.55,Premium,E,SI1,61.2,59.0,1668,5.28,5.25,3.22,89.25840000000001
45421,0.55,Premium,E,SI1,61.0,61.0,1668,5.3,5.25,3.22,89.5965
45422,0.55,Ideal,E,SI1,61.4,55.0,1668,5.29,5.26,3.24,90.154296
45423,0.55,Ideal,E,SI1,62.3,56.0,1668,5.26,5.23,3.27,89.957046
45424,0.55,Ideal,E,SI1,62.1,55.0,1668,5.26,5.21,3.25,89.06495
45425,0.51,Fair,D,VS2,64.4,54.0,1668,5.06,5.03,3.25,82.71835
45426,0.55,Very Good,E,VS2,62.3,61.0,1669,5.16,5.21,3.23,86.834028
45427,0.51,Ideal,H,VVS2,61.2,57.0,1669,5.14,5.19,3.16,84.298056
45428,0.54,Ideal,F,SI1,61.8,56.0,1669,5.22,5.23,3.23,88.180938
45429,0.54,Ideal,I,IF,60.8,56.0,1669,5.28,5.37,3.24,91.86566400000001
45430,0.6,Very Good,F,SI1,60.3,59.0,1670,5.42,5.5,3.29,98.0749
45431,0.58,Ideal,E,VS2,61.9,56.0,1670,5.34,5.38,3.32,95.38094399999999
45432,0.57,Ideal,E,SI1,60.8,55.0,1670,5.39,5.41,3.28,95.644472
45433,0.52,Very Good,E,VS2,63.3,56.0,1670,5.12,5.08,3.23,84.011008
45434,0.5,Very Good,D,VS1,63.7,57.0,1671,5.08,5.13,3.25,84.69630000000001
